OS;Producer;RAM;CPU cores;Diagonal;Width;Height
Android 13;Sharp;6;8;6,1;62,88;141,61
Android 13;AGM;8;8;6,56;67,95;152,14
Android 13;Blackview;8;8;6,5;67,75;150,56
Android 13;Oukitel;8;8;6,56;68,38;151,95
Android 13;Oukitel;8;8;6,52;67,96;151,02
Android 13;Oukitel;12;8;6,56;68,38;151,95
Android 13;Oppo;4;8;6,56;67,95;152,14
Android 13;Kyocera;6;8;5,38;61,11;122,23
Android 13;Lava;8;8;6,78;69,23;157,68
Android 13;Xiaomi;8;8;6,67;69,5;154,5
Android 13;Xiaomi;12;8;6,67;69,5;154,5
Android 13;itel;8;8;6,78;70,67;157,04
Android 13;Samsung;6;8;6,7;69,84;155,19
Android 13;Samsung;6;8;6,7;69,84;155,19
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Xiaomi;6;8;6,67;69,52;154,5
Android 13;Xiaomi;8;8;6,67;69,5;154,5
Android 13;Xiaomi;12;8;6,67;69,5;154,5
Android 13;BLU;8;8;6,78;69,23;157,68
Android 13;iiiF150;12;8;6,78;70,67;157,04
Android 13;iiiF150;6;8;6,5;67,75;150,56
Android 13;Vivo;6;8;6,56;67,95;152,14
Android 13;Samsung;16;8;7,6;148,34;123,53
Android 13;Samsung;12;8;6,7;64,44;157,51
Android 13;Sharp;12;8;6,6;70,25;152,21
Android 13;Sharp;8;8;6,39;68,02;147,37
Android 13;Oppo;8;8;6,7;69,55;155,32
Android 12;itel;8;8;6,6;68,37;153,07
Android 13;Motorola;8;8;6,55;68,27;151,72
Android 13;Motorola;12;8;6,5;67,75;150,56
Android 13;Motorola;8;8;6,5;67,75;150,56
Android 13;ZTE;4;8;6,6;68,6;152,96
Android 13;Oppo;4;8;6,56;67,95;152,14
Android 13;Realme;4;8;6,72;69,75;155,78
HarmonyOS 4,0;Huawei;16;8;6,82;72,81;157,18
Android 13;Infinix;8;8;6,78;70,67;157,04
Android 13;Fairphone;8;8;6,46;67,75;149,44
iOS 17;Apple;4;6;6,7;71,29;154,53
iOS 17;Apple;4;6;6,1;64,9;140,69
Android 12;Unihertz;12;8;6,81;70,98;157,74
Android 12;Lava;8;8;6,52;67,93;150,95
Android 13;Oukitel;12;8;6,78;69,23;157,68
Android 13;Doogee;12;8;6,58;68,59;152,41
Android 13;Motorola;12;8;6,55;68,27;151,72
Android 13;Sony;8;8;6,1;60,23;142,76
Android 13;Vivo;8;8;6,64;69,5;153,67
Android 13;Vivo;8;8;6,64;69,5;153,67
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;ZTE;4;8;6,52;67,96;151,02
HarmonyOS 4,0;Huawei;12;8;6,69;70,04;154,82
HarmonyOS 4,0;Huawei;12;8;6,82;72,81;157,18
Android 13;Realme;4;8;6,7;69,84;155,19
Android 13;Realme;6;8;6,72;70,04;155,65
Android 13;Realme;8;8;6,4;66,71;148,24
Android 13;Realme;24;8;6,74;69,91;156,27
Android 13;Realme;12;8;6,74;69,91;156,27
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Cubot;6;8;6,56;67,95;152,14
Android 13;Vivo;8;8;6,64;69,5;153,67
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Nokia;3;8;6,3;65,67;145,93
Android 13;Nokia;4;8;6,56;67,95;152,14
Android 13;ZTE;4;8;6,52;67,96;151,02
Android 13;Blackview;4;4;6,56;67,95;152,14
Android 13;Honor;4;8;6,56;67,95;152,14
Android 12;Blackview;12;8;6,67;69,52;154,5
Android 13;OnePlus;12;8;6,74;69,91;156,27
Android 13;Xiaomi;12;8;8,03;152,58;135,35
Android 13;Xiaomi;12;8;6,67;69,5;154,5
Android 13;Ulefone;8;8;6,58;68,4;152,5
Android 13;Infinix;8;8;6,67;69,52;154,5
Android 13;Kyocera;4;8;5,8;61,74;133,76
Android 13;Ulefone;4;8;6,45;73,27;146,53
Android 13;POCO;4;8;6,79;7,56;172,3
Android 12;HTC;2;4;6,52;67,93;150,95
Android 13;Tecno;8;8;6,78;69,23;157,68
Android 13;Doogee;12;8;6,58;68,4;152,5
Android 12;Lava;3;8;6,52;67,93;150,95
Android 13;ZTE;4;8;6,52;67,96;151,02
Android 13;BLU;6;8;6,8;69,43;158,15
Android 13;BLU;6;8;6,8;70,88;157,51
Android 13;BLU;4;8;6,8;70,88;157,51
Android 13;BLU;4;4;6,5;67,75;150,56
Android 12;Honor;6;8;6,75;70,3;156,23
Android 13;Honor;4;8;6,56;67,95;152,14
Android 13;Cubot;8;8;6,56;67,95;152,14
Android 13;Xiaomi;4;8;6,79;69,33;157,92
Android 13;Motorola;4;8;6,5;67,75;150,56
Android 13;Samsung;12;8;7,6;148,34;123,53
Android 12;Samsung;8;8;6,7;64,44;157,51
Android 13;Oppo;8;8;6,7;69,55;155,32
Android 13;Oppo;6;8;6,72;70,04;155,65
Android 13;Cubot;12;8;6,78;69,23;157,68
Android 13;Coolpad;4;8;6,52;67,93;150,95
Android 13;Infinix;4;8;6,78;69,23;157,68
Android 13;Honor;16;8;7,92;148,06;136,19
Android 13;Honor;16;8;7,92;148,06;136,19
Android 13;Blackview;8;8;4,3;44,82;99,6
Android 13;Nothing;8;8;6,7;69,55;155,32
Android 13;Oppo;8;8;6,43;67,02;148,94
HarmonyOS 3,0;Wiko;8;8;6,67;70,11;154,23
Android 13;Vivo;4;8;6,64;69,5;153,67
Android 13;Samsung;6;8;6,6;68,79;152,87
Android 13;Realme;12;8;6,7;69,55;155,32
Android 13;Realme;8;8;6,43;67,02;148,94
Android 13;Oppo;12;8;6,74;69,91;156,27
Android 13;Oppo;12;8;6,7;69,55;155,32
Android 13;Oppo;8;8;6,7;69,55;155,32
Android 13;Vivo;12;8;6,78;70,67;157,04
Android 13;Tecno;8;8;6,78;69,23;157,68
Android 12;itel;4;8;6,6;68,37;153,07
Android 12;itel;2;4;6,6;68,37;153,07
Android 12;itel;4;8;6,8;69,43;158,15
Android 13;nubia;16;8;6,8;70,88;157,51
Android 13;nubia;8;8;6,8;70,88;157,51
Android 13;Oukitel;8;8;6,52;67,96;151,02
Android 12;Honor;4;8;6,5;67,75;150,56
Android 13;Honor;8;8;6,78;70,99;156,9
Android 13;Honor;6;8;6,56;67,95;152,14
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Asus;8;8;5,9;61,5;136,66
Android 13;Xiaomi;4;8;6,79;69,33;157,92
Android 13;Nokia;4;8;6,56;67,95;152,14
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Xiaomi;12;8;6,67;69,52;154,5
Android 13;nubia;8;8;6,6;68,6;152,96
Android 12;ZTE;3;8;6,75;70,3;156,23
Android 13;Honor;8;8;6,7;70,13;155,06
Android 13;Wiko;8;8;6,58;68,43;152,57
Android 13;Oppo;8;8;6,4;66,71;148,24
Android 12;Ulefone;2;4;6,22;67,63;142,78
Android 13;Ulefone;4;4;5,45;61,91;123,82
Android 13;Infinix;8;8;6,78;69,23;157,68
Android 13;Motorola;4;8;6,5;67,75;150,56
Android 13;Motorola;8;8;6,5;67,75;150,56
Android 13;UMIDIGI;8;8;6,6;68,37;153,07
Android 13;Blackview;8;8;6,5;67,75;150,56
Android 13;Samsung;8;8;6,7;69,84;155,19
Android 13;OnePlus;8;8;6,72;70,04;155,65
Android 13;Unihertz;12;8;6,81;69,53;158,38
Android 13;Xiaomi;8;8;6,51;67,86;150,79
Android 12;Motorola;6;8;6,6;68,79;152,87
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Vivo;12;8;6,78;70,67;157,04
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Realme;4;8;6,74;70,25;156,12
Android 13;Oukitel;8;8;6,58;68,4;152,5
Android 12;Blackview;4;8;6,1;64,93;140,68
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 12;Nokia;3;8;6,52;67,93;150,95
Android 12;Nokia;3;8;6,3;65,67;145,93
Android 13;Motorola;8;8;6,9;66,36;162,21
Android 13;Motorola;8;8;6,9;66,36;162,21
Android 13;Oukitel;8;8;3,5;43,58;77,48
Android 13;iiiF150;12;8;6,8;69,43;158,15
Android 13;Vivo;8;8;6,64;69,5;153,67
Android 13;Vivo;6;8;6,64;69,5;153,67
Android 13;Vivo;8;8;6,64;69,5;153,67
Android 13;Vivo;8;8;6,62;69,0;153,34
Android 13;AGM;8;8;6,52;67,93;150,95
Android 13;Honor;12;8;6,78;71,1;156,85
Android 13;Honor;12;8;6,7;69,89;155,16
Android 13;Unihertz;8;8;3,0;37,34;66,43
Android 13;Xiaomi;12;8;6,55;68,27;151,72
Android 13;Oppo;16;8;6,74;69,91;156,27
Android 13;Oppo;16;8;6,74;69,91;156,27
Android 13;Oppo;8;8;6,7;69,55;155,32
Android 13;Oppo;8;8;6,72;69,85;155,74
Android 13;Vivo;16;8;6,78;70,67;157,04
Android 13;Vivo;12;8;6,78;70,67;157,04
Android 13;Infinix;8;8;6,78;69,23;157,68
Android 13;Infinix;4;8;6,78;69,23;157,68
Android 13;Infinix;8;8;6,78;69,23;157,68
HarmonyOS 3,0;Huawei;8;8;6,8;71,17;157,37
Android 12;Oppo;12;8;6,56;67,95;152,14
Android 12;Doogee;12;8;6,43;67,02;148,94
Android 13;Samsung;4;8;6,6;68,6;152,96
Android 13;Vivo;6;8;6,38;66,5;147,78
Android 13;Vivo;4;8;6,51;67,86;150,79
Android 13;Cubot;12;8;6,58;68,43;152,57
Android 13;Cubot;12;8;6,58;68,43;152,57
Android 13;Huawei;8;8;6,95;73,05;160,71
Android 12;FOSSiBOT;4;4;5,45;61,91;123,82
Android 12;Blackview;4;4;6,1;64,93;140,68
Android 13;nubia;4;8;6,52;67,93;150,95
Android 13;HTC;8;8;6,7;69,84;155,19
Android 13;Realme;4;8;6,74;70,25;156,12
Android 13;HTC;8;8;6,7;69,84;155,19
Android 13;Lava;8;8;6,78;69,23;157,68
Android 13;Ulefone;8;8;6,58;68,4;152,5
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Oppo;8;8;6,72;69,85;155,74
Android 13;Oppo;8;8;6,72;70,04;155,65
Android 13;ZTE;4;8;6,52;67,93;150,95
Android 13;Sony;6;8;6,1;61,03;142,41
Android 13;Sony;12;8;6,5;64,98;151,78
Android 13;Realme;8;8;6,43;67,02;148,94
Android 13;Realme;12;8;6,7;69,55;155,32
Android 13;Realme;12;8;6,7;69,55;155,32
Android 13;Google;12;8;7,6;148,3;123,58
Android 13;Google;8;8;6,1;63,58;141,29
Android 13;Sharp;4;8;5,7;61,98;130,84
Android 13;Sharp;12;8;6,6;70,25;152,21
Android 13;Sharp;8;8;6,39;68,02;147,37
Android 13;Tecno;8;8;6,67;69,52;154,5
Android 13;Tecno;8;8;6,67;69,52;154,5
Android 13;Tecno;8;8;6,67;69,52;154,5
Android 13;Tecno;8;8;6,67;69,52;154,5
Android 13;POCO;8;8;6,67;69,52;154,5
Android 13;POCO;8;8;6,67;69,52;154,5
Android 12;Huawei;8;8;6,75;70,36;156,35
Android 12;Honor;6;8;6,5;67,75;150,56
Android 13;Motorola;8;8;6,55;68,27;151,72
Android 13;Ulefone;8;8;6,52;67,96;151,02
Android 13;UMIDIGI;8;8;6,6;68,6;152,96
Android 13;UMIDIGI;4;8;6,52;67,96;151,02
Android 13;UMIDIGI;4;4;6,52;67,96;151,02
Android 12;ZTE;2;8;6,52;67,96;151,02
Android 12;ZTE;2;8;6,52;67,96;151,02
Android 12;ZTE;4;8;6,52;67,96;151,02
Android 13;Motorola;4;8;6,5;67,75;150,56
Android 13;Motorola;4;8;6,5;67,75;150,56
Android 13;Motorola;8;8;6,7;69,84;155,19
Android 12;Nokia;6;8;6,49;67,65;150,33
HarmonyOS 3,0;Huawei;8;8;6,8;71,17;157,37
Android 12;Lava;6;8;6,52;67,93;150,95
Android 12;Blackview;4;8;6,1;64,93;140,68
Android 12;Blackview;4;4;6,1;64,93;140,68
Android 12;Blackview;12;8;6,7;70,13;155,06
Android 12;Blackview;8;8;6,6;68,37;153,07
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Infinix;4;8;6,82;69,64;158,62
Android 13;Cubot;8;8;6,58;68,43;152,57
Android 13;Honor;8;8;6,7;70,13;155,06
Android 11;Wiko;8;8;6,75;70,3;156,23
Android 13;Samsung;6;8;6,5;69,19;149,9
Android 13;Oukitel;4;8;6,52;67,96;151,02
Android 12;Coolpad;4;8;6,52;67,93;150,95
Android 12;Infinix;2;8;6,6;68,37;153,07
HarmonyOS 3,0;Huawei;8;8;6,95;73,05;160,71
Android 12;ZTE;6;8;6,6;68,6;152,96
Android 12;ZTE;4;8;6,6;68,6;152,96
Android 13;Vivo;12;8;8,03;152,58;135,35
Android 13;Vivo;12;8;6,8;68,04;158,75
HarmonyOS 3,0;Huawei;8;8;6,78;70,99;156,9
HarmonyOS 3,0;Huawei;8;8;6,78;70,99;156,9
HarmonyOS 3,0;Huawei;8;8;6,7;69,76;155,22
Android 13;Asus;16;8;6,78;69,51;157,56
Android 13;Asus;16;8;6,78;69,51;157,56
Android 12;Lava;6;8;6,52;67,93;150,95
Android 12;HTC;8;8;6,82;69,64;158,62
Android 13;Realme;4;8;6,72;70,04;155,65
Android 13;ZTE;8;8;6,67;69,33;154,58
Android 13;Vivo;4;8;6,58;68,4;152,5
Android 13;Vivo;6;8;6,38;66,5;147,78
Android 13;Vivo;8;8;6,38;66,5;147,78
Android 12;Doogee;12;8;6,58;68,4;152,5
Android 13;ZTE;4;8;6,52;67,93;150,95
Android 13;Doogee;8;8;6,52;67,93;150,95
Android 12;HTC;3;8;6,52;67,93;150,95
Android 13;POCO;4;8;6,52;67,96;151,02
Android 13;Motorola;4;8;6,5;67,75;150,56
Android 13;Realme;8;8;6,74;69,91;156,27
Android 13;Realme;16;8;6,74;69,91;156,27
Android 13;Realme;8;8;6,74;69,91;156,27
Android 13;OnePlus;12;8;6,74;69,91;156,27
Android 13;Realme;8;8;6,7;69,55;155,32
Android 12;Xiaomi;8;8;6,55;68,27;151,72
Android 13;OnePlus;8;8;6,74;69,91;156,27
Android 13;OnePlus;8;8;6,7;69,55;155,32
Android 13;Motorola;12;8;6,67;69,52;154,5
Android 13;OnePlus;8;8;6,72;70,04;155,65
Android 12;Vivo;4;8;6,51;67,86;150,79
Android 12;Xiaomi;6;8;6,67;69,52;154,5
Android 12;Nokia;2;8;6,3;65,67;145,93
Android 12;Oppo;6;8;6,56;67,95;152,14
Android 12;Blackview;3;4;6,52;67,96;151,02
Android 13;Infinix;8;8;6,78;69,23;157,68
Android 12;Vivo;3;8;6,51;67,86;150,79
Android 13;Oppo;8;8;6,72;70,04;155,65
Android 12;Blackview;4;8;6,52;67,96;151,02
Android 13;Tecno;8;8;6,6;68,37;153,07
Android 13;Meizu;12;8;6,79;67,94;158,52
Android 13;Meizu;12;8;6,81;70,98;157,74
Android 13;Meizu;12;8;6,55;68,27;151,72
Android 12;Cubot;2;4;4,0;49,78;88,57
Android 13;Xiaomi;8;8;6,67;69,52;154,5
Android 12;Honor;8;8;6,7;70,13;155,06
Android 11;Tecno;2;8;6,6;68,37;153,07
Android 12;Honor;8;8;6,74;70,25;156,12
Android 12;Tecno;4;8;6,6;68,37;153,07
Android 13;Tecno;4;8;6,6;68,37;153,07
Android 13;Samsung;4;8;6,6;68,6;152,96
Android 13;Xiaomi;4;8;6,67;69,52;154,5
Android 12;Xiaomi;2;8;6,52;67,96;151,02
Android 12;Xiaomi;2;8;6,52;67,96;151,02
Android 12;Infinix;8;8;6,6;68,37;153,07
HarmonyOS 3,1;Huawei;8;8;7,85;148,87;132,65
Android 12;Samsung;8;8;6,7;69,84;155,19
Android 12;Realme;4;8;6,6;68,6;152,96
Android 13;Cubot;8;8;6,58;68,43;152,57
Android 13;Vivo;6;8;6,64;69,5;153,67
Android 12;Honor;4;8;6,5;67,75;150,56
Android 12;Nokia;2;8;6,3;65,67;145,93
Android 13;Oppo;12;8;6,82;71,68;157,7
Android 13;Oppo;12;8;6,74;69,91;156,27
Android 13;Vivo;6;8;6,38;67,91;147,14
Android 12;itel;2;8;6,6;68,37;153,07
Android 11;ZTE;4;8;6,52;67,96;151,02
Android 13;UMIDIGI;6;8;6,6;68,6;152,96
Android 13;Samsung;6;8;6,6;70,25;152,21
Android 13;Samsung;6;8;6,4;68,12;147,6
Android 12;Realme;4;8;6,5;67,75;150,56
Android 12;Unihertz;8;8;6,54;69,61;150,83
Android 11;ZTE;4;8;6,52;67,96;151,02
Android 13;Vivo;4;8;6,51;67,86;150,79
Android 13;OnePlus;12;8;6,74;69,91;156,27
Android 13;Samsung;4;8;6,6;68,6;152,96
Android 12;iiiF150;12;8;6,8;69,43;158,15
Android 12;Blackview;4;8;6,52;67,96;151,02
Android 13;Honor;16;8;6,81;72,37;157,1
Android 13;Honor;8;8;6,81;72,37;157,1
Android 13;Honor;12;8;6,73;70,84;155,57
Android 12;Unihertz;8;8;6,81;70,98;157,74
Android 13;nubia;8;8;6,8;70,88;157,51
Android 12;Oukitel;12;8;6,78;70,67;157,04
Android 12;Ulefone;12;8;6,58;68,4;152,5
Android 12;Ulefone;12;8;5,65;64,18;128,36
HarmonyOS 2,0;Huawei;6;8;6,78;70,96;156,91
Android 13;Oukitel;8;8;6,58;68,4;152,5
Android 12;Tecno;8;8;6,8;70,88;157,51
Android 12;Realme;6;8;6,72;70,04;155,65
Android 13;Ulefone;16;8;6,67;69,52;154,5
Android 12;Vivo;8;8;6,78;70,67;157,04
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;Vivo;8;8;6,62;69,0;153,34
Android 13;UMIDIGI;3;4;6,52;67,96;151,02
Android 13;UMIDIGI;3;4;6,52;67,96;151,02
Android 13;Tecno;12;8;7,85;130,97;150,35
Android 13;Realme;8;8;6,74;69,91;156,27
Android 12;ZTE;8;8;6,67;69,52;154,5
Android 12;Motorola;6;8;6,58;68,59;152,41
Android 12;Cat;6;8;6,58;68,59;152,41
Android 12;Nokia;2;4;5,45;61,91;123,82
Android 12;Nokia;4;8;6,5;67,75;150,56
Android 13;Nokia;3;8;6,52;67,93;150,95
Android 13;Nokia;2;8;6,52;67,93;150,95
Android 12;TCL;2;4;6,0;68,16;136,31
Android 12;POCO;4;8;6,71;68,16;156,21
Android 12;Lava;4;8;6,52;67,93;150,95
Android 12;BLU;4;8;6,5;67,75;150,56
Android 13;Vivo;8;8;6,58;68,4;152,5
Android 13;Vivo;8;8;6,38;66,5;147,78
Android 11;AGM;8;8;6,58;70,04;151,75
Android 11;AGM;8;8;6,58;70,04;151,75
Android 11;AGM;8;8;6,58;70,04;151,75
Android 12;Sharp;4;8;5,7;61,98;130,84
Android 12;Honor;6;8;6,7;70,13;155,06
Android 12;Doogee;8;8;6,58;68,4;152,5
Android 12;Honor;6;8;6,67;69,52;154,5
Android 12;Infinix;8;8;6,78;69,23;157,68
Android 12;Infinix;8;8;6,78;69,23;157,68
Android 12;Realme;6;8;6,52;67,93;150,95
Android 12;Realme;6;8;6,52;67,93;150,95
Android 12;Unihertz;8;8;6,54;69,61;150,83
Android 12;BLU;4;8;6,8;70,88;157,51
Android 12;BLU;2;4;5,5;62,48;124,95
Android 12;Tecno;2;4;6,56;67,95;152,14
Android 11;Philips;8;8;6,52;67,93;150,95
Android 12;TCL;3;8;6,0;68,16;136,31
Android 12;BLU;2;8;6,5;67,75;150,56
Android 12;POCO;6;8;6,67;69,52;154,5
Android 12;POCO;6;8;6,67;69,52;154,5
Android 11;BLU;4;8;6,5;67,75;150,56
Android 11;BLU;4;8;6,5;67,75;150,56
Android 11;BLU;4;4;6,5;67,75;150,56
Android 13;Oppo;8;8;6,7;69,55;155,32
Android 13;Oppo;8;8;6,43;67,02;148,94
Android 11;BLU;3;4;6,0;68,16;136,31
Android 13;Samsung;8;8;6,6;70,25;152,21
Android 13;Samsung;8;8;6,1;64,93;140,68
Android 11;BLU;3;4;6,5;67,75;150,56
Android 11;BLU;2;4;6,1;66,33;140,03
Android 13;Motorola;8;8;6,5;67,75;150,56
Android 13;Motorola;4;8;6,5;67,75;150,56
Android 13;Motorola;4;8;6,5;67,75;150,56
Android 13;Motorola;2;8;6,5;67,75;150,56
Android 13;Motorola;4;8;6,5;67,75;150,56
Android 12;Nokia;2;8;6,3;65,67;145,93
Android 12;Tecno;3;4;6,56;67,95;152,14
Android 13;Vivo;12;8;6,78;70,67;157,04
Android 13;Vivo;8;8;6,78;70,67;157,04
Android 13;nubia;12;8;6,8;70,88;157,51
Android 13;Kyocera;4;8;6,1;63,58;141,29
Android 13;Kyocera;4;8;6,1;63,58;141,29
Android 12;Unihertz;4;4;3,0;37,34;66,43
Android 12;Unihertz;4;8;6,52;67,96;151,02
Android 11;Unihertz;6;8;4,2;54,89;91,48
Android 12;Oukitel;8;8;6,52;67,93;150,95
Android 12;Oukitel;4;8;6,52;67,93;150,95
Android 12;Honor;12;8;6,67;69,52;154,5
Android 12;Honor;6;8;6,75;70,3;156,23
Android 13;Samsung;4;8;6,6;68,6;152,96
Android 13;Samsung;8;8;6,8;73,15;156,46
Android 11;Honor;6;8;6,5;67,75;150,56
Android 12;ZTE;4;8;6,67;69,52;154,5
Android 13;Vivo;4;8;6,51;67,86;150,79
Android 13;Vivo;4;8;6,51;67,86;150,79
Android 12;Oppo;8;8;6,56;67,95;152,14
Android 12;Doogee;8;8;6,58;68,4;152,5
Android 13;Gigaset;4;8;6,1;64,93;140,68
Android 13;Motorola;8;8;6,6;68,79;152,87
Android 13;Oppo;8;8;6,56;67,95;152,14
Android 12;Honor;2;8;6,5;67,75;150,56
Android 12;Unihertz;8;8;6,81;72,49;157,05
Android 12;POCO;2;4;6,52;67,96;151,02
Android 12;Blackview;6;8;6,58;68,43;152,57
Android 12;Xiaomi;4;8;6,71;68,16;156,21
Android 13;Vivo;8;8;6,78;70,67;157,04
