OS;Producer;RAM;CPU cores;Diagonal;Width;Height
Android 10,0;Coolpad;3;8;6,53;69,51;150,6
Android 10,0;Vivo;8;8;6,44;67,13;149,17
Android 10,0;Nokia;2;8;6,5;70,68;149,21
Android 10,0;Nokia;3;8;6,39;69,48;146,68
Android 10,0;Samsung;1;4;5,3;58,89;121,06
Android 10,0;LG;4;8;6,8;70,88;157,51
Android 10,0;LG;3;8;6,6;68,79;152,87
Android 10,0;LG;4;8;6,6;68,79;152,87
Android 10,0;LG;4;8;6,6;68,79;152,87
Android 10,0;Samsung;6;8;6,5;67,75;150,56
Android 10,0;Samsung;6;8;6,5;67,75;150,56
Android 10,0;Infinix;6;8;6,78;69,23;157,68
Android 11;Realme;3;8;6,52;67,96;151,02
Android 11;Realme;6;8;6,52;67,96;151,02
Android 11;Realme;4;8;6,52;67,96;151,02
Android 10,0;Realme;6;8;6,52;67,96;151,02
Android 10,0;Oppo;8;8;6,43;67,02;148,94
Android 10,0;Sony;8;8;6,1;61,03;142,41
Android 10,0;Realme;8;8;6,5;67,75;150,56
Android 10,0;Oppo;8;8;6,43;67,02;148,94
Android 10,0;Oppo;6;8;6,44;67,13;149,17
Android 10,0;Ulefone;8;8;6,1;64,93;140,68
Android 10,0;Vivo;4;8;6,38;67,91;147,14
Android 10,0;Huawei;6;8;6,63;69,11;153,57
Android 10,0;Motorola;4;8;6,7;67,04;156,42
Android 10,0;Tecno;3;4;7,0;71,47;162,8
Android 10,0;POCO;6;8;6,67;69,52;154,5
Android 10,0;Xiaomi;4;8;6,58;68,59;152,41
Android 10,0;Xiaomi;6;8;6,67;69,52;154,5
Android 11;Xiaomi;6;8;6,67;69,52;154,5
Android 10,0;Motorola;4;8;6,5;67,75;150,56
Android 10,0;Motorola;4;8;6,8;72,38;156,82
Android 10,0;LG;8;8;6,8;69,43;158,15
Android 10,0;Sharp;6;8;6,4;68,12;147,6
Android 11;Sharp;4;8;5,8;63,07;133,14
Android 10,0;Sharp;8;8;6,7;69,84;155,19
Android 10,0;Sharp;4;8;5,8;63,07;133,14
Android 10,0;Oppo;4;8;6,5;67,75;150,56
Android 10,0;Motorola;8;8;6,2;59,61;145,76
Android 10,0;Blackview;3;4;5,7;64,75;129,5
Android 10,0;Blackview;6;8;5,84;63,5;134,06
Android 10,0;Wiko;3;8;6,55;68,27;151,72
Android 9,0 Pie;Sony;4;8;5,2;64,75;115,12
Android 10,0;Oppo;8;8;6,4;66,71;148,24
Android 10,0;Huawei;8;8;6,53;68,06;151,25
Android 10,0;Wiko;4;8;6,55;68,27;151,72
Android 10,0;Wiko;2;4;6,2;67,42;142,32
Android 10,0;Wiko;3;8;6,52;67,96;151,02
Android 10,0;Wiko;2;8;6,52;67,96;151,02
Android 10,0;Huawei;6;8;6,63;69,11;153,57
Android 10,0;Realme;8;8;6,4;66,71;148,24
Android 10,0;Realme;6;8;6,5;67,75;150,56
Android 10,0;Infinix;8;8;6,85;75,02;156,99
Android 10,0;BLU;4;8;6,5;69,19;149,9
Android 10,0;Vivo;3;8;6,51;67,86;150,79
Android 10,0;Vivo;4;8;6,51;67,86;150,79
Android 10,0;ZTE;6;8;6,92;70,66;160,94
Android 10,0;Realme;8;8;6,5;67,75;150,56
Android 10,0;Realme;6;8;6,55;68,27;151,72
Android 10,0;Realme;6;8;6,4;66,71;148,24
Android 10,0;Samsung;6;8;6,7;71,32;154,52
Android 10,0;Asus;8;8;6,67;69,52;154,5
Android 10,0;Asus;6;8;6,67;69,52;154,5
Android 10,0;Motorola;4;8;6,5;67,75;150,56
Android 10,0;Oppo;4;8;6,5;67,75;150,56
Android 10,0;LG;6;8;6,67;69,52;154,5
Android 8,1;Haier;1;4;5,0;56,8;113,59
Android 10,0;HTC;3;8;6,22;67,6;142,71
Android 10,0;Doogee;6;8;5,71;62,09;131,07
Android 10,0;Haier;2;4;5,5;68,49;121,76
Android 9,0 Pie;Haier;4;8;5,7;64,75;129,5
Android 10,0;Infinix;2;4;6,6;68,79;152,87
Android 10,0;Realme;3;8;6,52;67,96;151,02
Android 10,0;Ulefone;4;8;6,1;64,93;140,68
Android 10,0;Vivo;8;8;6,56;68,95;151,69
Android 10,0;Vivo;8;8;6,56;68,95;151,69
Android 10,0;nubia;6;8;6,65;70,78;153,36
Android 10,0;Xiaomi;6;8;6,67;69,52;154,5
Android 10,0;Xiaomi;8;8;6,67;71,0;153,82
Android 10,0;Huawei;8;8;6,5;67,75;150,56
Android 10,0;Huawei;6;8;6,8;70,88;157,51
Android 10,0;UMIDIGI;4;8;6,49;69,08;149,67
Android 10,0;Nokia;3;8;5,99;65,13;137,5
Android 10,0;Oppo;8;8;6,4;66,71;148,24
Android 10,0;Samsung;8;8;6,7;69,84;155,19
Android 10,0;Samsung;8;8;6,7;69,84;155,19
Android 10,0;Samsung;8;8;6,7;69,84;155,19
Android 10,0;Samsung;12;8;6,9;74,07;158,84
Android 10,0;Samsung;8;8;6,9;74,07;158,84
Android 10,0;Samsung;12;8;7,7;155,47;118,66
Android 10,0;Google;6;8;5,81;63,17;133,37
Android 10,0;Vivo;8;8;6,44;67,13;149,17
Android 10,0;Realme;6;8;6,5;67,75;150,56
Android 9,0 Pie;Samsung;1;4;5,3;56,41;122,23
Android 10,0;Cat;6;8;5,7;64,75;129,5
Android 10,0;Infinix;3;8;6,82;71,09;157,97
Android 10,0;Realme;3;8;6,52;69,4;150,37
Android 10,0;Samsung;6;8;6,5;69,19;149,9
Android 10,0;LG;2;8;5,7;61,98;130,84
Android 10,0;nubia;8;8;6,65;70,78;153,36
Android 10,0;LG;6;8;6,8;69,43;158,15
Android 10,0;Vivo;6;8;6,53;69,51;150,6
Android 10,0;Asus;8;8;6,59;70,14;151,98
Android 10,0;Lenovo;12;8;6,65;70,78;153,36
Android 10,0;Asus;12;8;6,59;70,14;151,98
Android 10,0;OnePlus;8;8;6,44;67,13;149,17
Android 9,0 Pie;Oppo;3;8;6,22;67,63;142,78
Android 8,1;LG;2;8;5,0;62,26;110,69
Android 10,0;ZTE;4;8;6,53;69,51;150,6
Android 10,0;Doogee;6;8;6,3;68,5;144,62
Android 10,0;Oppo;4;8;6,5;67,75;150,56
Android 10,0;TCL;4;8;6,52;67,96;151,02
Android 10,0;TCL;6;8;6,47;68,87;149,21
Android 10,0;Vivo;6;8;6,57;68,29;152,26
Android 10,0;Motorola;4;8;6,7;67,04;156,42
Android 10,0;Ulefone;8;8;6,3;67,06;145,29
Android 10,0;POCO;4;8;6,67;69,52;154,5
Android 10,0;Motorola;4;8;6,5;69,19;149,9
Android 10,0;Vivo;8;8;6,56;68,95;151,69
Android 10,0;Huawei;6;8;7,09;77,09;162,75
Android 10,0;Realme;2;8;6,52;69,4;150,37
Android 10,0;Xiaomi;2;8;6,53;68,06;151,25
Android 10,0;Xiaomi;2;8;6,53;68,06;151,25
Android 10,0;LG;2;8;5,7;61,98;130,84
Android 10,0;Realme;6;8;6,57;68,48;152,18
Android 9,0 Pie;Oukitel;8;8;6,53;69,51;150,6
Android 10,0;Oukitel;2;4;6,49;69,08;149,67
Android 10,0;Oukitel;4;8;5,5;62,48;124,95
Android 10,0;BLU;4;8;6,5;67,75;150,56
Android 10,0;HTC;6;8;6,5;69,19;149,9
Android 10,0;HTC;8;8;6,8;70,88;157,51
Android 10,0;Tecno;4;8;7,0;71,47;162,8
Android 10,0;LG;3;8;6,5;69,19;149,9
Android 9,0 Pie;LG;3;8;6,5;69,19;149,9
Android 10,0;LG;2;8;5,7;61,98;130,84
Android 10,0;Cubot;2;4;5,0;62,26;110,69
Android 10,0;LG;2;8;5,7;61,98;130,84
Android 10,0;Cubot;6;8;6,4;68,12;147,6
Android 10,0;Samsung;6;8;6,7;69,84;155,19
Android 10,0;Vivo;8;8;6,44;67,13;149,17
Android 10,0;ZTE;2;4;5,45;61,91;123,82
Android 10,0;Motorola;3;8;6,4;68,12;147,6
Android 10,0;Motorola;2;8;6,2;67,42;142,32
Android 10,0;Xiaomi;3;8;6,53;69,51;150,6
Android 9,0 Pie;Coolpad;6;8;6,3;67,06;145,29
Android 9,0 Pie;Coolpad;6;8;6,52;70,86;149,6
Android 10,0;Motorola;6;8;6,5;69,19;149,9
Android 9,0 Pie;Elephone;4;8;6,53;69,51;150,6
Android 10,0;Infinix;4;8;6,6;68,79;152,87
Android 10,0;ZTE;6;8;6,53;69,51;150,6
Android 10,0;Huawei;6;8;6,81;70,98;157,74
Android 10,0;Huawei;8;8;6,57;69,93;151,52
Android 10,0;Vivo;8;8;6,56;68,95;151,69
Android 10,0;Vivo;8;8;6,56;68,95;151,69
Android 10,0;Vivo;6;8;6,53;69,51;150,6
Android 9,0 Pie;Doogee;6;8;6,3;71,56;143,13
Android 10,0;Nokia;2;4;5,45;59,26;125,1
Android 10,0;Nokia;2;4;5,45;59,26;125,1
Android 10,0;Nokia;3;8;6,52;67,93;150,95
Android 9,0 Pie;Oppo;8;8;6,55;68,27;151,72
Android 10,0;Blackview;3;4;5,5;62,48;124,95
Android 10,0;Motorola;4;8;6,4;69,09;147,15
Android 9,0 Pie;Elephone;4;8;6,53;69,51;150,6
Android 10,0;Elephone;4;8;6,5;69,19;149,9
Android 9,0 Pie;Blackview;4;8;5,84;63,5;134,06
Android 10,0;Blackview;2;4;6,21;67,52;142,55
Android 7,1;Gionee;6;8;6,2;67,42;142,32
Android 10,0;Realme;8;8;6,6;68,79;152,87
Android 10,0;Xiaomi;6;8;6,57;68,48;152,18
Android 10,0;Xiaomi;8;8;6,57;68,48;152,18
Android 10,0;Xiaomi;4;8;6,53;69,51;150,6
Android 10,0;Realme;4;8;6,5;67,75;150,56
Android 9,0 Pie;Huawei;4;8;6,21;66,1;143,22
Android 9,0 Pie;Oppo;8;8;6,55;68,27;151,72
Android 10,0;Oppo;8;8;6,5;67,75;150,56
Android 10,0;Xiaomi;6;8;6,67;69,52;154,5
Android 10,0;Realme;12;8;6,44;67,13;149,17
Android 9,0 Pie;Alcatel;4;8;6,52;67,96;151,02
Android 10,0;Ulefone;2;4;5,5;58,43;126,9
Android 10,0;Ulefone;4;4;5,0;62,26;110,69
Android 10,0;Vivo;6;8;6,57;68,29;152,26
Android 10,0;LG;3;8;6,8;69,43;158,15
Android 10,0;Huawei;4;8;6,3;65,67;145,93
Android 10,0;Huawei;6;8;6,5;67,75;150,56
Android 10,0;Samsung;3;8;6,5;67,75;150,56
Android 10,0;POCO;6;8;6,67;69,52;154,5
Android 10,0;Xiaomi;6;8;6,67;69,52;154,5
Android 10,0;Huawei;8;8;6,47;68,87;149,21
Android 10,0;Realme;3;8;6,52;67,96;151,02
Android 10,0;Realme;4;8;6,52;67,96;151,02
Android 9,0 Pie;Vivo;6;8;6,53;69,51;150,6
Android 10,0;Meizu;8;8;6,6;70,25;152,21
Android 10,0;Meizu;8;8;6,6;70,25;152,21
Android 10,0;Vivo;4;8;6,47;68,87;149,21
Android 10,0;Huawei;2;8;5,45;61,91;123,82
Android 10,0;Huawei;3;8;6,3;65,67;145,93
Android 9,0 Pie;Huawei;4;8;6,5;69,19;149,9
Android 9,0 Pie;LG;3;8;6,5;69,19;149,9
Android 10,0;Xiaomi;3;8;6,53;69,51;150,6
Android 10,0;Huawei;4;8;6,3;67,06;145,29
Android 10,0;Huawei;3;8;6,3;65,67;145,93
Android 10,0;Huawei;2;8;5,45;61,91;123,82
Android 8,1;Samsung;1;4;5,0;62,26;110,69
Android 10,0;Xiaomi;6;8;6,47;68,87;149,21
Android 9,0 Pie;HiSense;4;8;5,84;66,34;132,68
Android 10,0;LG;8;8;6,8;69,43;158,15
Android 10,0;Xiaomi;6;8;6,57;69,93;151,52
Android 10,0;Vivo;6;8;6,57;68,29;152,26
Android 10,0;Realme;6;8;6,57;68,48;152,18
Android 10,0;Motorola;8;8;6,7;71,4;161,1
Android 10,0;Motorola;4;8;6,67;71,0;153,82
Android 10,0;Oppo;8;8;6,5;67,75;150,56
Android 9,0 Pie;Blackview;4;8;6,21;68,31;142,18
Android 10,0;UMIDIGI;4;8;6,3;67,06;145,29
Android 9,0 Pie;Oppo;3;8;6,22;67,63;142,78
Android 10,0;Oppo;6;8;6,57;68,48;152,18
Android 10,0;Oppo;8;8;6,5;67,75;150,56
iOS 13;Apple;3;6;4,7;58,51;104,06
Android 9,0 Pie;Lenovo;3;8;6,09;64,82;140,45
Android 10,0;Huawei;8;8;6,57;69,93;151,52
Android 10,0;Huawei;8;8;6,57;69,93;151,52
Android 10,0;Huawei;6;8;6,53;68,06;151,25
Android 9,0 Pie;Cubot;4;8;5,93;67,36;134,72
Android 10,0;Infinix;2;8;6,82;69,64;158,62
Android 10,0;OnePlus;8;8;6,78;71,26;156,78
Android 10,0;OnePlus;8;8;6,55;68,27;151,72
Android 10,0;LG;4;8;6,1;64,93;140,68
Android 10,0;Oppo;8;8;6,55;68,27;151,72
Android 10,0;Vivo;8;8;6,53;68,06;151,25
Android 10,0;UMIDIGI;6;8;6,39;68,02;147,37
Android 10,0;Samsung;3;8;6,5;67,75;150,56
Android 10,0;Huawei;6;8;6,39;66,6;148,01
Android 10,0;TCL;6;8;6,53;69,51;150,6
Android 10,0;Samsung;6;8;6,5;67,75;150,56
Android 10,0;Samsung;6;8;6,7;69,84;155,19
Android 10,0;Oppo;8;8;6,4;66,71;148,24
Android 10,0;Infinix;4;8;6,6;68,79;152,87
Android 10,0;Infinix;6;8;6,95;70,96;161,64
Android 10,0;TCL;6;8;6,47;68,87;5,87
Android 10,0;Vivo;8;8;6,44;67,13;149,17
Android 10,0;Elephone;4;8;6,5;69,19;149,9
Android 10,0;Xiaomi;8;8;6,67;71,0;153,82
Android 10,0;Xiaomi;2;8;6,22;67,6;142,71
Android 10,0;Huawei;6;8;6,3;65,67;145,93
Android 9,0 Pie;Motorola;4;8;6,5;67,75;150,56
Android 10,0;Vivo;8;8;6,44;67,13;149,17
Android 10,0;Doogee;2;4;6,52;69,4;150,37
Android 10,0;Xiaomi;6;8;6,57;69,93;151,52
Android 10,0;Cubot;3;4;6,26;68,07;143,7
Android 10,0;Huawei;8;8;6,5;67,75;150,56
Android 10,0;ZTE;6;8;6,5;69,19;149,9
Android 10,0;Samsung;3;8;6,4;68,12;147,6
Android 9,0 Pie;Oukitel;6;8;6,3;67,06;145,29
Android 10,0;Huawei;8;8;6,58;69,16;152,15
Android 10,0;Huawei;8;8;6,1;64,93;140,68
Android 10,0;Huawei;8;8;6,58;69,16;152,15
Android 9,0 Pie;Ulefone;4;8;6,3;67,06;145,29
Android 10,0;Xiaomi;8;8;6,67;69,52;154,5
Android 10,0;Infinix;4;8;6,6;68,79;152,87
Android 10,0;Samsung;4;8;6,4;66,71;148,24
Android 10,0;Xiaomi;6;8;6,67;69,52;154,5
Android 10,0;Xiaomi;4;8;6,67;69,52;154,5
Android 10,0;ZTE;6;8;6,47;68,87;149,21
Android 10,0;Nokia;6;8;6,81;70,98;157,74
Android 10,0;Nokia;3;8;6,55;68,27;151,72
Android 10,0;Nokia;1;4;5,71;62,09;131,07
Android 10,0;Samsung;4;8;6,1;64,93;140,68
Android 10,0;Vivo;8;8;6,44;67,13;149,17
Android 10,0;Samsung;4;8;6,4;68,12;147,6
Android 10,0;Realme;3;8;6,52;67,96;151,02
Android 9,0 Pie;Motorola;2;8;6,1;64,93;140,68
Android 9,0 Pie;Nokia;1;4;5,7;61,98;130,84
Android 10,0;Motorola;4;8;6,4;69,09;147,15
Android 10,0;Motorola;4;8;6,4;68,12;147,6
Android 9,0 Pie;Blackview;8;8;5,84;63,5;134,06
Android 10,0;nubia;8;8;6,65;70,78;153,36
Android 10,0;Xiaomi;6;8;6,67;69,52;154,5
Android 10,0;Xiaomi;6;8;6,67;69,52;154,5
Android 9,0 Pie;ZTE;1;4;5,45;61,91;123,82
Android 10,0;Vivo;8;8;6,89;75,57;157,85
Android 10,0;Infinix;4;8;6,53;72,56;149,15
Android 9,0 Pie;Huawei;6;8;6,15;66,11;141,53
Android 10,0;Ulefone;2;4;5,0;62,26;110,69
Android 9,0 Pie;Huawei;4;8;6,39;68,02;147,37
Android 10,0;Oppo;12;8;6,78;71,26;156,78
Android 10,0;Oppo;12;8;6,78;71,26;156,78
Android 11;Realme;6;8;6,5;67,75;150,56
Android 10,0;Realme;4;8;6,5;67,75;150,56
Android 10,0;Xiaomi;8;8;7,1;75,57;163,74
Android 10,0;Xiaomi;8;8;6,67;69,52;154,5
Android 10,0;Huawei;3;8;6,3;65,67;145,93
Android 10,0;Oppo;8;8;6,4;66,71;148,24
Android 9,0 Pie;HTC;2;8;6,09;64,82;140,45
Android 10,0;Vivo;6;8;6,57;68,48;152,18
Android 10,0;Huawei;6;8;6,4;68,85;147,26
Android 10,0;LG;8;8;6,8;69,43;158,15
Android 10,0;Samsung;6;8;6,4;68,12;147,6
Android 10,0;Vivo;8;8;6,44;67,13;149,17
Android 10,0;Vivo;12;8;6,44;67,13;149,17
Android 10,0;LG;3;8;6,5;70,68;149,21
Android 10,0;Huawei;8;8;6,6;70,42;152,13
Android 10,0;Realme;6;8;6,44;67,13;149,17
Android 9,0 Pie;Sony;3;8;6,0;60,03;140,08
Android 10,0;Sony;8;8;6,5;64,98;151,78
Android 10,0;Sony;8;8;6,5;64,98;151,78
Android 9,0 Pie;Sony;3;8;6,2;62,03;144,75
Android 10,0;Sharp;12;8;6,5;68,32;150,3
Android 10,0;Huawei;4;8;6,5;69,19;149,9
Android 9,0 Pie;Oppo;4;8;6,5;67,75;150,56
Android 10,0;Xiaomi;8;8;6,67;71,0;153,82
Android 10,0;Xiaomi;8;8;6,67;71,0;153,82
Android 10,0;Samsung;12;8;6,7;69,84;155,19
Android 10,0;Samsung;8;8;6,7;69,84;155,19
Android 10,0;Samsung;8;8;6,2;64,62;143,61
Android 10,0;Samsung;8;8;6,2;64,62;143,61
Android 9,0 Pie;LG;3;8;6,2;70,43;140,85
Android 9,0 Pie;Huawei;4;8;6,39;68,02;147,37
Android 10,0;Motorola;4;8;6,4;69,09;147,15
Android 10,0;Motorola;4;8;6,4;69,09;147,15
Android 10,0;Oppo;8;8;6,4;66,71;148,24
Android 10,0;Realme;3;8;6,52;67,96;151,02
Android 9,0 Pie;LG;2;8;5,45;61,91;123,82
Android 9,0 Pie;LG;2;4;5,45;61,91;123,82
Android 10,0;Alcatel;2;4;5,5;62,48;124,95
Android 10,0;Alcatel;3;8;6,22;67,63;142,78
Android 10,0;Alcatel;3;8;6,22;67,63;142,78
Android 10,0;Alcatel;4;8;6,22;67,63;142,78
Android 10,0;Samsung;12;8;6,92;72,13;160,29
Android 10,0;Samsung;12;8;6,92;72,13;160,29
Android 10,0;Samsung;12;8;6,7;69,84;155,19
Android 10,0;Samsung;12;8;6,7;69,84;155,19
Android 10,0;Samsung;12;8;6,2;64,62;143,61
Android 10,0;Samsung;12;8;6,2;64,62;143,61
Android 10,0;Samsung;8;8;6,7;64,52;157,48
Android 10,0;Huawei;8;8;6,4;68,85;147,26
Android 10,0;POCO;6;8;6,67;69,52;154,5
Android 9,0 Pie;Black Fox;2;4;5,5;62,48;124,95
Android 9,0 Pie;Black Fox;2;4;5,71;62,09;131,07
Android 8,1;Black Fox;1;4;5,71;62,09;131,07
Android 9,0 Pie;Black Fox;2;4;6,26;68,07;143,7
Android 9,0 Pie;Doogee;6;8;5,9;64,15;135,43
Android 9,0 Pie;Doogee;4;8;6,18;68,02;141,47
Android 9,0 Pie;HTC;3;8;6,09;64,82;140,45
Android 9,0 Pie;HTC;3;8;6,09;64,82;140,45
Android 9,0 Pie;Panasonic;3;8;6,22;67,63;142,78
Android 9,0 Pie;Panasonic;4;8;6,2;68,15;141,97
Android 9,0 Pie;Ulefone;2;4;5,0;62,26;110,69
Android 9,0 Pie;Infinix;4;8;6,6;68,79;152,87
Android 9,0 Pie;Infinix;4;8;6,6;68,79;152,87
Android 9,0 Pie;Infinix;2;4;6,6;68,79;152,87
Android 10,0;Samsung;2;8;5,7;60,67;131,45
Android 9,0 Pie;Elephone;4;8;6,41;68,23;147,83
Android 9,0 Pie;Huawei;3;8;6,09;64,82;140,45
Android 10,0;Elephone;6;8;6,53;69,51;150,6
Android 9,0 Pie;BQ Mobile;2;4;5,0;62,26;110,69
Android 9,0 Pie;BQ Mobile;3;8;6,35;67,59;146,44
Android 9,0 Pie;BQ Mobile;2;8;6,09;65,65;140,06
Android 9,0 Pie;BQ Mobile;2;4;5,99;68,04;136,08
Android 9,0 Pie;BQ Mobile;2;4;5,45;61,91;123,82
Android 9,0 Pie;BQ Mobile;3;8;5,86;63,72;134,52
Android 9,0 Pie;BQ Mobile;3;8;5,84;63,5;134,06
Android 9,0 Pie;BQ Mobile;4;8;5,45;61,91;123,82
Android 10,0;UMIDIGI;3;4;5,7;62,25;130,72
Android 10,0;UMIDIGI;2;4;5,7;64,75;129,5
Android 9,0 Pie;Tecno;1;4;6,52;67,96;151,02
Android 9,0 Pie;Oppo;8;8;6,4;66,71;148,24
Android 9,0 Pie;Xiaomi;6;8;5,99;68,04;136,08
Android 9,0 Pie;Huawei;6;8;6,15;66,11;141,53
Android 9,0 Pie;Realme;3;8;6,5;67,75;150,56
Android 10,0;Cat;3;8;5,5;62,48;124,95
Android 9,0 Pie;Samsung;4;8;6,3;65,67;145,93
Android 10,0;Realme;12;8;6,57;68,48;152,18
Android 10,0;Samsung;6;8;6,7;72,85;153,8
Android 10,0;Samsung;6;8;6,7;69,84;155,19
Android 9,0 Pie;LG;2;8;5,71;62,35;130,95
Android 9,0 Pie;ZTE;6;8;6,47;68,87;149,21
Android 9,0 Pie;Oppo;4;8;6,5;67,75;150,56
Android 9,0 Pie;Oppo;8;8;6,4;66,71;148,24
Android 10,0;Vivo;8;8;6,44;67,13;149,17
Android 10,0;Samsung;6;8;6,7;69,84;155,19
Android 10,0;Realme;6;8;6,57;68,48;152,18
Android 9,0 Pie;Samsung;4;8;6,5;69,19;149,9
Android 9,0 Pie;Blackview;8;8;5,84;62,16;134,68
Android 9,0 Pie;Motorola;6;8;6,2;59,61;145,76
Android 10,0;Realme;6;8;6,5;67,75;150,56
Android 9,0 Pie;Huawei;6;8;6,26;66,63;144,37
Android 9,0 Pie;Vivo;3;8;6,35;68,17;146,18
Android 9,0 Pie;Realme;6;8;6,4;68,12;147,6
Android 10,0;Xiaomi;8;8;6,39;68,02;147,37
Android 9,0 Pie;Xiaomi;4;8;6,9;78,38;156,76
Android 9,0 Pie;LG;6;8;6,4;68,12;147,6
Android 9,0 Pie;LG;6;8;6,4;68,12;147,6
Android 9,0 Pie;Alcatel;4;8;6,52;67,96;151,02
Android 9,0 Pie;Samsung;6;8;6,7;69,84;155,19
Android 9,0 Pie;Xiaomi;6;8;6,39;68,02;147,37
Android 9,0 Pie;Samsung;8;8;6,3;68,5;144,62
Android 10,0;Xiaomi;4;8;6,09;64,8;140,4
